Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
11,sausage,ham,whole milk,rolls/buns,fruit/vegetable juice,red/blush wine,chocolate,specialty chocolate,candy,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,
4,brown bread,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pork,whole milk,butter,curd cheese,frozen vegetables,rolls/buns,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,
2,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,hamburger meat,other vegetables,whole milk,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,root vegetables,herbs,other vegetables,whole milk,yogurt,rolls/buns,flour,margarine,cereals,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,
1,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,whole milk,brown bread,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,whole milk,curd,yogurt,whipped/sour cream,soft cheese,domestic eggs,napkins,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,chicken,beef,hamburger meat,pip fruit,grapes,root vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,cream cheese,pastry,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pork,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread,bottled beer,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,curd,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,hamburger meat,soft cheese,white bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,chicken,pork,beef,root vegetables,other vegetables,yogurt,mayonnaise,spices,chocolate,candles,,,,,,,,,,,,,,,,,,,,,
8,pork,root vegetables,yogurt,UHT-milk,vinegar,oil,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,beef,hamburger meat,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
12,frankfurter,sausage,pork,onions,herbs,whole milk,sliced cheese,curd cheese,domestic eggs,rolls/buns,bottled beer,candy,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,chicken,whole milk,butter,beverages,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,soda,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,root vegetables,other vegetables,whole milk,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pip fruit,root vegetables,other vegetables,whole milk,rolls/buns,brown bread,canned beer,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,
1,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,other vegetables,soft cheese,pastry,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,other vegetables,specialty cheese,baking powder,bottled water,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
7,onions,whole milk,domestic eggs,rolls/buns,margarine,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
4,pork,domestic eggs,roll products,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,beef,grapes,other vegetables,bottled beer,red/blush wine,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
6,ham,UHT-milk,cream cheese,coffee,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,white bread,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,frankfurter,hamburger meat,berries,onions,other vegetables,whole milk,curd,dessert,rolls/buns,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,
3,whole milk,butter,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,other vegetables,whole milk,curd,cream cheese,frozen vegetables,roll products,sugar,soda,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,root vegetables,onions,other vegetables,frozen vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,chicken,root vegetables,whole milk,domestic eggs,canned fruit,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,
14,frankfurter,sausage,beef,tropical fruit,berries,root vegetables,other vegetables,whole milk,yogurt,beverages,soft cheese,specialty cheese,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,
5,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,other vegetables,whole milk,frozen vegetables,semi-finished bread,vinegar,dog food,salty snack,long life bakery product,potted plants,,,,,,,,,,,,,,,,,,,,,,,
4,ham,whole milk,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cat food,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,pork,citrus fruit,other vegetables,whole milk,butter,whipped/sour cream,ice cream,margarine,sugar,baking powder,coffee,newspapers,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,whole milk,yogurt,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,whole milk,sliced cheese,rolls/buns,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,citrus fruit,butter,condensed milk,frozen meals,margarine,male cosmetics,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,salt,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ham,tropical fruit,white bread,pastry,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,chicken,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,yogurt,tidbits,domestic eggs,rolls/buns,meat spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,ham,tropical fruit,whole milk,yogurt,spread cheese,rolls/buns,zwieback,long life bakery product,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,
2,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,beef,citrus fruit,tropical fruit,whole milk,butter milk,frozen vegetables,rolls/buns,brown bread,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,onions,other vegetables,whole milk,butter,butter milk,whipped/sour cream,ice cream,rolls/buns,bottled beer,long life bakery product,dental care,napkins,newspapers,,,,,,,,,,,,,,,,,,,
9,sausage,citrus fruit,root vegetables,other vegetables,rolls/buns,soda,fruit/vegetable juice,bottled beer,dental care,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,other vegetables,rolls/buns,canned vegetables,coffee,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,
5,yogurt,rolls/buns,brown bread,salty snack,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,herbs,other vegetables,butter,brown bread,pastry,margarine,candy,,,,,,,,,,,,,,,,,,,,,,,,
11,beef,hamburger meat,pip fruit,root vegetables,whole milk,butter milk,yogurt,whipped/sour cream,pasta,sugar,cereals,,,,,,,,,,,,,,,,,,,,,
2,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pork,margarine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,berries,herbs,rice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,canned vegetables,white wine,newspapers,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,margarine,instant coffee,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,
12,sausage,chicken,whole milk,processed cheese,frozen vegetables,rolls/buns,rice,margarine,sugar,canned fruit,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,
4,frankfurter,rolls/buns,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pickled vegetables,bottled water,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,citrus fruit,root vegetables,other vegetables,whole milk,butter,curd,oil,canned vegetables,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,
4,potato products,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,turkey,root vegetables,other vegetables,whole milk,rolls/buns,bottled water,detergent,dishes,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,UHT-milk,pastry,margarine,canned fish,cat food,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
2,white wine,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,hamburger meat,citrus fruit,herbs,other vegetables,whole milk,butter,domestic eggs,pasta,Instant food products,canned fruit,pickled vegetables,bottled water,misc. beverages,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,
11,chicken,root vegetables,onions,other vegetables,whole milk,butter,yogurt,hard cheese,specialty cheese,rice,sugar,,,,,,,,,,,,,,,,,,,,,
19,turkey,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,packaged fruit/vegetables,whole milk,butter milk,yogurt,specialty cheese,rolls/buns,oil,cat food,coffee,bottled water,fruit/vegetable juice,candy,dish cleaner,,,,,,,,,,,,,
3,dessert,cat food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,whole milk,butter,domestic eggs,bottled water,misc. beverages,canned beer,liqueur,,,,,,,,,,,,,,,,,,,,,,,,
20,beef,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,other vegetables,whole milk,dessert,sliced cheese,rolls/buns,flour,sugar,pickled vegetables,tea,soda,bottled beer,chocolate,napkins,newspapers,,,,,,,,,,,,
7,pork,beef,root vegetables,other vegetables,frozen vegetables,margarine,white wine,,,,,,,,,,,,,,,,,,,,,,,,,
1,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,whole milk,honey,pudding powder,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,baking powder,sweet spreads,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,whole milk,curd,yogurt,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cream cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,sausage,ham,pork,other vegetables,whole milk,dessert,whipped/sour cream,semi-finished bread,pudding powder,fruit/vegetable juice,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,
9,turkey,pork,citrus fruit,pip fruit,frozen meals,waffles,chocolate,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
27,frankfurter,sausage,liver loaf,beef,tropical fruit,pip fruit,root vegetables,onions,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,cream cheese,frozen meals,frozen potato products,domestic eggs,rolls/buns,roll products,salt,rice,margarine,jam,coffee,long life bakery product,waffles,hygiene articles,,,,,
8,chicken,pork,whole milk,coffee,soda,canned beer,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,root vegetables,whole milk,whipped/sour cream,frozen vegetables,domestic eggs,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,pork,citrus fruit,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,root vegetables,yogurt,brown bread,pastry,flour,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,tropical fruit,rolls/buns,pastry,bottled water,red/blush wine,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,whole milk,domestic eggs,pastry,margarine,coffee,dental care,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,
4,beef,citrus fruit,root vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pork,pip fruit,root vegetables,other vegetables,curd,butter milk,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,tropical fruit,root vegetables,whipped/sour cream,frozen vegetables,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,
10,pip fruit,other vegetables,yogurt,whipped/sour cream,domestic eggs,brown bread,specialty vegetables,coffee,specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,
1,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,citrus fruit,tropical fruit,pip fruit,other vegetables,yogurt,UHT-milk,cream cheese,fruit/vegetable juice,hygiene articles,potted plants,,,,,,,,,,,,,,,,,,,,,,
20,frankfurter,turkey,citrus fruit,whole milk,curd,frozen potato products,rolls/buns,white bread,pastry,semi-finished bread,pickled vegetables,sweet spreads,bottled water,soda,fruit/vegetable juice,bottled beer,white wine,prosecco,chocolate,candy,,,,,,,,,,,,
13,sausage,beef,tropical fruit,other vegetables,butter,yogurt,UHT-milk,condensed milk,sliced cheese,salt,soups,sweet spreads,newspapers,,,,,,,,,,,,,,,,,,,
7,root vegetables,other vegetables,whole milk,sliced cheese,rolls/buns,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,UHT-milk,brown bread,Instant food products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,root vegetables,ice cream,rolls/buns,syrup,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
19,sausage,tropical fruit,whole milk,dessert,butter milk,yogurt,soft cheese,sliced cheese,ice cream,white bread,coffee,soda,salty snack,long life bakery product,chewing gum,chocolate,napkins,newspapers,shopping bags,,,,,,,,,,,,,
6,curd,yogurt,domestic eggs,white bread,instant coffee,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
9,beef,root vegetables,other vegetables,whole milk,curd,cream,domestic eggs,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,root vegetables,bottled water,canned beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,root vegetables,other vegetables,UHT-milk,hard cheese,rolls/buns,sweet spreads,salty snack,popcorn,waffles,cake bar,specialty bar,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,pip fruit,root vegetables,other vegetables,whole milk,butter milk,organic products,soda,,,,,,,,,,,,,,,,,,,,,,,,
7,hamburger meat,root vegetables,other vegetables,whole milk,soft cheese,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
2,vinegar,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,grapes,root vegetables,other vegetables,rolls/buns,tea,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,curd,semi-finished bread,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,frankfurter,meat,chicken,ice cream,domestic eggs,pastry,pasta,sugar,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,domestic eggs,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,hamburger meat,pastry,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,cream cheese,brown bread,soups,sauces,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,whipped/sour cream,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,hard cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,pork,other vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,pip fruit,grapes,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,hamburger meat,grapes,root vegetables,other vegetables,softener,kitchen towels,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
3,finished products,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,root vegetables,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,butter,yogurt,rolls/buns,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,curd,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,other vegetables,cream cheese,sweet spreads,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,hamburger meat,condensed milk,pastry,fruit/vegetable juice,salty snack,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags,,,,,,,,,,,,,,,,,,,,
5,yogurt,UHT-milk,frozen dessert,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,root vegetables,other vegetables,whole milk,oil,mustard,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,
3,herbs,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,chicken,pork,other vegetables,UHT-milk,white bread,pastry,pasta,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
14,beef,root vegetables,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,red/blush wine,snack products,dishes,light bulbs,shopping bags,,,,,,,,,,,,,,,,,,
5,root vegetables,packaged fruit/vegetables,rolls/buns,sugar,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,canned vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,white bread,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,sugar,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,salt,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,frozen vegetables,frozen meals,cereals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,yogurt,whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,other vegetables,dessert,cream cheese,rolls/buns,white bread,margarine,salty snack,waffles,specialty bar,female sanitary products,newspapers,,,,,,,,,,,,,,,,,,,,,
13,fish,tropical fruit,pip fruit,berries,whole milk,curd,yogurt,whipped/sour cream,condensed milk,instant coffee,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,,,,
7,pip fruit,beverages,frozen vegetables,frozen meals,bottled water,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
12,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,yogurt,rolls/buns,brown bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
1,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,meat,curd,yogurt,ice cream,oil,canned fish,soda,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,,,,
12,pork,onions,other vegetables,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,liquor (appetizer),salty snack,waffles,newspapers,,,,,,,,,,,,,,,,,,,,
9,sausage,pip fruit,root vegetables,whole milk,yogurt,frozen potato products,pasta,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
10,pip fruit,root vegetables,UHT-milk,condensed milk,margarine,sugar,pudding powder,cocoa drinks,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,hard cheese,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,liver loaf,pip fruit,root vegetables,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,root vegetables,other vegetables,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,soda,red/blush wine,prosecco,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,dessert,cream cheese,mayonnaise,domestic eggs,pastry,canned fish,chocolate,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,roll products,dog food,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,whole milk,condensed milk,semi-finished bread,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,chicken,root vegetables,whole milk,butter,yogurt,sparkling wine,chocolate,softener,female sanitary products,napkins,kitchen towels,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,
14,meat,pork,pip fruit,root vegetables,other vegetables,whole milk,hard cheese,white bread,pasta,margarine,ketchup,cocoa drinks,chocolate,cling film/bags,,,,,,,,,,,,,,,,,,
9,citrus fruit,berries,butter,butter milk,yogurt,sliced cheese,frozen vegetables,frozen chicken,soda,,,,,,,,,,,,,,,,,,,,,,,
5,butter milk,cream cheese,rolls/buns,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,nuts/prunes,other vegetables,whole milk,ice cream,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,other vegetables,frozen vegetables,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,butter,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,processed cheese,domestic eggs,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,root vegetables,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen vegetables,cat food,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,other vegetables,rolls/buns,salt,margarine,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
10,sausage,hamburger meat,citrus fruit,whole milk,pasta,soda,chewing gum,detergent,hygiene articles,kitchen towels,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,salty snack,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,other vegetables,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ham,other vegetables,whole milk,domestic eggs,sweet spreads,misc. beverages,salty snack,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
3,mayonnaise,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,frankfurter,ham,other vegetables,processed cheese,rolls/buns,white bread,potato products,coffee,bottled beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,
